Region	Address	EndAddress	Length	Type	Description	Details
rom	$17F7C3	$17FCF6	1332 bytes	Level Data	Level data long pointers, two per level, in translevel ID order ($00-$DD): First is header/object/screen exit (all in one) Second is sprite data	
rom	$18B3F2	$1AD619	74280 bytes	Layer 1 Tilemap	MAP16 page tables: data is word-sized SNES VRAM tilemap, split up into pages $00-$A7 and then further into 8-byte (4-word) chunks representing a single 16x16 tile (4 8x8 entries together)	
rom	$20B0B6	$20EF2D	15992 bytes	Sound Effect	Waves crashing on island (BRR)	
rom	$20EF2F	$20F851	2339 bytes	Sound Effect	Seagulls on island (BRR)	
rom	$21B3FB	$21FFFF	19461 bytes	Empty	Empty (filled with FF)	
rom	$229333	$2295DC	682 bytes	Text	Intro cutscene message box text: "This paradise is Yoshi's Island, where all the Yoshies live. They are all in an uproar over the baby that fell from the sky. Wait! The baby seems to know where he wants to go. The bonds between the twins informs each of them where the other one is. The Yoshies decide to carry the baby to his destination via a relay system. Now begins a new adventure for the Yoshies and Baby Mario."	
rom	$229825	$2298B0	140 bytes	Text	"Hovering Jump" message box text (from Welcome level)	
rom	$2298C7	$2299A7	225 bytes	Text	"Making Eggs" message box text (from level 1-1)	
rom	$22C20B	$22C230	38 bytes	Text	"Try this stage again?" text	
rom	$22C248	$22C276	47 bytes	Text	"Restart from the middle ring?" text	
rom	$22D348	$23FFFF	44216 bytes	Empty	Empty (filled with FF)	
rom	$248000	$24FFFF	32768 bytes	Graphics	Uncompressed tile graphics, 4bpp, 32 bytes per 8x8 tile, 1024 tiles	
rom	$258000	$25FFFF	32768 bytes	Graphics	Uncompressed tile graphics, 4bpp, 32 bytes per 8x8 tile, 1024 tiles	
rom	$268000	$26FFFF	32768 bytes	Graphics	Block of two 256x128 Super FX bitmaps, separated by high & low nibble (map screen icons)	
rom	$278000	$27BFFF	16384 bytes	Graphics	Block of two 256x64 Super FX bitmaps, separated by high & low nibble (selection screen & bonus screen icons)	
rom	$27C000	$27FFFF	16384 bytes	Graphics	Uncompressed tile graphics, 4bpp, 32 bytes per 8x8 tile, 512 tiles	
rom	$288000	$28FFFF	32768 bytes	Graphics	Block of two 256x128 Super FX bitmaps, separated by high & low nibble	
rom	$298000	$29FFFF	32768 bytes	Graphics	Block of two 256x128 Super FX bitmaps, separated by high & low nibble	
rom	$2A8000	$2AFFFF	32768 bytes	Graphics	Block of two 256x128 Super FX bitmaps, separated by high & low nibble	
rom	$2B8000	$2BFFFF	32768 bytes	Graphics	Block of two 256x128 Super FX bitmaps, separated by high & low nibble	
rom	$2C8000	$2CFFFF	32768 bytes	Graphics	Block of two 256x128 Super FX bitmaps, separated by high & low nibble (mostly island cutscene)	
rom	$2D8000	$2DE7FF	26624 bytes	Graphics	Uncompressed tile graphics, 2bpp, 16 bytes per 8x8 tile, 1664 tiles	
rom	$2DE800	$2DFFFF	6144 bytes	Graphics	Uncompressed tile graphics, 4bpp, 32 bytes per 8x8 tile, 192 tiles	
rom	$2E8000	$2EBBFF	15360 bytes	Graphics	Block of two 256x60 Super FX bitmaps, separated by high & low nibble (French & German icon graphics)	
rom	$2EBC00	$2EC8E8	3305 bytes	Graphics	LC_LZ1 file $000: 4bpp, 4kb	
rom	$2EC8E9	$2ED55A	3186 bytes	Graphics	LC_LZ1 file $001: 4bpp, 4kb	
rom	$2ED55B	$2EE233	3289 bytes	Graphics	LC_LZ1 file $002: 4bpp, 4kb	
rom	$2EE234	$2EEEAA	3191 bytes	Graphics	LC_LZ1 file $003: 4bpp, 4kb	
rom	$2EEEAB	$2EF8F8	2638 bytes	Graphics	LC_LZ1 file $004: 4bpp, 4kb	
rom	$2EF8F9	$2F826B	2419 bytes	Graphics	LC_LZ1 file $005: 4bpp, 4kb	
rom	$2F826C	$2F8DB7	2892 bytes	Graphics	LC_LZ1 file $006: 4bpp, 4kb	
rom	$2F8DB8	$2F9951	2970 bytes	Graphics	LC_LZ1 file $007: 4bpp, 4kb	
rom	$2F9952	$2FA569	3096 bytes	Graphics	LC_LZ1 file $008: 4bpp, 4kb	
rom	$2FA56A	$2FAECA	2401 bytes	Graphics	LC_LZ1 file $009: 4bpp, 4kb	
rom	$2FAECB	$2FB9AF	2789 bytes	Graphics	LC_LZ1 file $00A: 4bpp, 4kb	
rom	$2FB9B0	$2FC270	2241 bytes	Graphics	LC_LZ1 file $00B: 4bpp, 4kb	
rom	$2FC271	$2FCEA0	3120 bytes	Graphics	LC_LZ1 file $00C: 4bpp, 4kb	
rom	$2FCEA1	$2FDBB9	3353 bytes	Graphics	LC_LZ1 file $00D: 4bpp, 4kb	
rom	$2FDBBA	$2FE859	3232 bytes	Graphics	LC_LZ1 file $00E: 4bpp, 4kb	
rom	$2FE85A	$2FF3C6	2925 bytes	Graphics	LC_LZ1 file $00F: 4bpp, 4kb	
rom	$2FF3C7	$2FF85D	1175 bytes	Graphics	LC_LZ1 file $010: 2bpp, 2kb	
rom	$2FF85E	$2FFDE9	1420 bytes	Graphics	LC_LZ1 file $011: 2bpp, 2kb	
rom	$2FFDEA	$30825C	1139 bytes	Graphics	LC_LZ1 file $012: 2bpp, 2kb	
rom	$30825D	$3083E0	388 bytes	Graphics	LC_LZ1 file $013: 2bpp, 2kb	
rom	$3083E1	$3088D5	1269 bytes	Graphics	LC_LZ1 file $014: 2bpp, 2kb	
rom	$3088D6	$308C64	911 bytes	Graphics	LC_LZ1 file $015: 2bpp, 2kb	
rom	$308C65	$308FCC	872 bytes	Graphics	LC_LZ1 file $016: 2bpp, 2kb	
rom	$308FCD	$3094E0	1300 bytes	Graphics	LC_LZ1 file $017: 2bpp, 2kb	
rom	$3094E1	$309B2B	1611 bytes	Graphics	LC_LZ1 file $018: 2bpp, 2kb	
rom	$309B2C	$309FD9	1198 bytes	Graphics	LC_LZ1 file $019: 2bpp, 2kb	
rom	$309FDA	$30A2CF	758 bytes	Graphics	LC_LZ1 file $01A: 2bpp, 2kb	
rom	$30A2D0	$30A85D	1422 bytes	Graphics	LC_LZ1 file $01B: 2bpp, 2kb	
rom	$30A85E	$30AFC0	1891 bytes	Graphics	LC_LZ1 file $01C: 2bpp, 2kb	
rom	$30AFC1	$30B5E1	1569 bytes	Graphics	LC_LZ1 file $01D: 2bpp, 2kb	
rom	$30B5E2	$30BC33	1618 bytes	Graphics	LC_LZ1 file $01E: 2bpp, 2kb	
rom	$30BC34	$30C015	994 bytes	Graphics	LC_LZ1 file $01F: 2bpp, 2kb	
rom	$30C016	$30C51A	1285 bytes	Graphics	LC_LZ1 file $020: 4bpp, 2kb	
rom	$30C51B	$30CA73	1369 bytes	Graphics	LC_LZ1 file $021: 4bpp, 2kb	
rom	$30CA74	$30CFBE	1355 bytes	Graphics	LC_LZ1 file $022: 4bpp, 2kb	
rom	$30CFBF	$30DA67	2729 bytes	Graphics	LC_LZ1 file $023: 4bpp, 4kb	
rom	$30DA68	$30E596	2863 bytes	Graphics	LC_LZ1 file $024: 4bpp, 4kb	
rom	$30E597	$30F20E	3192 bytes	Graphics	LC_LZ1 file $025: 4bpp, 4kb	
rom	$30F20F	$30FE20	3090 bytes	Graphics	LC_LZ1 file $026: 4bpp, 4kb	
rom	$30FE21	$3183AE	1422 bytes	Graphics	LC_LZ1 file $027: 2bpp, 2kb	
rom	$3183AF	$3188CC	1310 bytes	Graphics	LC_LZ1 file $028: 2bpp, 2kb	
rom	$3188CD	$318E8E	1474 bytes	Graphics	LC_LZ1 file $029: 2bpp, 2kb	
rom	$318E8F	$319573	1765 bytes	Graphics	LC_LZ1 file $02A: 2bpp, 2kb	
rom	$319574	$319AE5	1394 bytes	Graphics	LC_LZ1 file $02B: 2bpp, 2kb	
rom	$319AE6	$319D4E	617 bytes	Graphics	LC_LZ1 file $02C: 4bpp, 4kb	
rom	$319D4F	$319FC3	629 bytes	Graphics	LC_LZ1 file $02D: 4bpp, 4kb	
rom	$319FC4	$31A2CC	777 bytes	Graphics	LC_LZ1 file $02E: 4bpp, 4kb	
rom	$31A2CD	$31A5D1	773 bytes	Graphics	LC_LZ1 file $02F: 4bpp, 4kb	
rom	$31A5D2	$31B240	3183 bytes	Graphics	LC_LZ1 file $030: 4bpp, 4kb	
rom	$31B241	$31BE1F	3039 bytes	Graphics	LC_LZ1 file $031: 4bpp, 4kb	
rom	$31BE20	$31C991	2930 bytes	Graphics	LC_LZ1 file $032: 4bpp, 4kb	
rom	$31C992	$31D773	3554 bytes	Graphics	LC_LZ1 file $033: 4bpp, 4kb	
rom	$31D774	$31E470	3325 bytes	Graphics	LC_LZ1 file $034: 4bpp, 4kb	
rom	$31E471	$31EE32	2498 bytes	Graphics	LC_LZ1 file $035: 4bpp, 4kb	
rom	$31EE33	$31F927	2805 bytes	Graphics	LC_LZ1 file $036: 4bpp, 4kb	
rom	$31F928	$3282AA	2435 bytes	Graphics	LC_LZ1 file $037: 4bpp, 4kb	
rom	$3282AB	$328E7C	3026 bytes	Graphics	LC_LZ1 file $038: 4bpp, 4kb	
rom	$328E7D	$329A63	3047 bytes	Graphics	LC_LZ1 file $039: 4bpp, 4kb	
rom	$329A64	$32A756	3315 bytes	Graphics	LC_LZ1 file $03A: 4bpp, 4kb	
rom	$32A757	$32B431	3291 bytes	Graphics	LC_LZ1 file $03B: 4bpp, 4kb	
rom	$32B432	$32C1AB	3450 bytes	Graphics	LC_LZ1 file $03C: 4bpp, 4kb	
rom	$32C1AC	$32CE68	3261 bytes	Graphics	LC_LZ1 file $03D: 4bpp, 4kb	
rom	$32CE69	$32D891	2601 bytes	Graphics	LC_LZ1 file $03E: 4bpp, 4kb	
rom	$32D892	$32E4EB	3162 bytes	Graphics	LC_LZ1 file $03F: 4bpp, 4kb	
rom	$32E4EC	$32F240	3413 bytes	Graphics	LC_LZ1 file $040: 4bpp, 4kb	
rom	$32F241	$32FF13	3283 bytes	Graphics	LC_LZ1 file $041: 4bpp, 4kb	
rom	$32FF14	$338ABA	2983 bytes	Graphics	LC_LZ1 file $042: 4bpp, 4kb	
rom	$338ABB	$3396AE	3060 bytes	Graphics	LC_LZ1 file $043: 4bpp, 4kb	
rom	$3396AF	$339C36	1416 bytes	Graphics	LC_LZ1 file $044: 4bpp, 4kb	
rom	$339C37	$33A7C0	2954 bytes	Graphics	LC_LZ1 file $045: 4bpp, 4kb	
rom	$33A7C1	$33B3E3	3107 bytes	Graphics	LC_LZ1 file $046: 4bpp, 4kb	
rom	$33B3E4	$33C08A	3239 bytes	Graphics	LC_LZ1 file $047: 4bpp, 4kb	
rom	$33C08B	$33CD16	3212 bytes	Graphics	LC_LZ1 file $048: 4bpp, 4kb	
rom	$33CD17	$33D92B	3093 bytes	Graphics	LC_LZ1 file $049: 4bpp, 4kb	
rom	$33D92C	$33ED9D	5234 bytes	Graphics	LC_LZ1 file $04A: 4bpp, 8kb	
rom	$33ED9E	$3485C3	6182 bytes	Graphics	LC_LZ1 file $04B: 4bpp, 8kb	
rom	$3485C4	$349134	2929 bytes	Graphics	LC_LZ1 file $04C: 4bpp, 4kb	
rom	$349135	$3497A2	1646 bytes	Graphics	LC_LZ1 file $04D: 2bpp, 2kb	
rom	$3497A3	$349CEC	1354 bytes	Graphics	LC_LZ1 file $04E: 2bpp, 2kb	
rom	$349CED	$34A35B	1647 bytes	Graphics	LC_LZ1 file $04F: 2bpp, 2kb	
rom	$34A35C	$34A8D5	1402 bytes	Graphics	LC_LZ1 file $050: 2bpp, 2kb	
rom	$34A8D6	$34AEE1	1548 bytes	Graphics	LC_LZ1 file $051: 2bpp, 2kb	
rom	$34AEE2	$34B452	1393 bytes	Graphics	LC_LZ1 file $052: 2bpp, 2kb	
rom	$34B453	$34B943	1265 bytes	Graphics	LC_LZ1 file $053: 2bpp, 2kb	
rom	$34B944	$34C10F	1996 bytes	Graphics	LC_LZ1 file $054: 2bpp, 2kb	
rom	$34C110	$34C607	1272 bytes	Graphics	LC_LZ1 file $055: 2bpp, 2kb	
rom	$34C608	$34CC5E	1623 bytes	Graphics	LC_LZ1 file $056: 2bpp, 2kb	
rom	$34CC5F	$34D3A5	1863 bytes	Graphics	LC_LZ1 file $057: 2bpp, 2kb	
rom	$34D3A6	$34D904	1375 bytes	Graphics	LC_LZ1 file $058: 2bpp, 2kb	
rom	$34D905	$34DE24	1312 bytes	Graphics	LC_LZ1 file $059: 2bpp, 2kb	
rom	$34DE25	$34E4A0	1660 bytes	Graphics	LC_LZ1 file $05A: 2bpp, 2kb	
rom	$34E4A1	$34E951	1201 bytes	Graphics	LC_LZ1 file $05B: 2bpp, 2kb	
rom	$34E952	$34EDE7	1174 bytes	Graphics	LC_LZ1 file $05C: 2bpp, 2kb	
rom	$34EDE8	$34F36C	1413 bytes	Graphics	LC_LZ1 file $05D: 4bpp, 2kb	
rom	$34F36D	$34F993	1575 bytes	Graphics	LC_LZ1 file $05E: 4bpp, 2kb	
rom	$34F994	$358747	3508 bytes	Graphics	LC_LZ1 file $05F: 4bpp, 4kb	
rom	$358748	$359256	2831 bytes	Graphics	LC_LZ1 file $060: 4bpp, 4kb	
rom	$359257	$3597DF	1417 bytes	Graphics	LC_LZ1 file $061: 2bpp, 2kb	
rom	$3597E0	$359C3C	1117 bytes	Graphics	LC_LZ1 file $062: 2bpp, 2kb	
rom	$359C3D	$35A0EE	1202 bytes	Graphics	LC_LZ1 file $063: 2bpp, 2kb	
rom	$35A0EF	$35A759	1643 bytes	Graphics	LC_LZ1 file $064: 2bpp, 2kb	
rom	$35A75A	$35AD3F	1510 bytes	Graphics	LC_LZ1 file $065: 2bpp, 2kb	
rom	$35AD40	$35B188	1097 bytes	Graphics	LC_LZ1 file $066: 2bpp, 2kb	
rom	$35B189	$35B62F	1191 bytes	Graphics	LC_LZ1 file $067: 2bpp, 2kb	
rom	$35B630	$35BC4C	1565 bytes	Graphics	LC_LZ1 file $068: 2bpp, 2kb	
rom	$35BC4D	$35CAD0	3716 bytes	Graphics	LC_LZ1 file $069: 4bpp, 4kb	
rom	$35CAD1	$35D991	3777 bytes	Graphics	LC_LZ1 file $06A: 4bpp, 4kb	
rom	$35D992	$35E79F	3598 bytes	Graphics	LC_LZ1 file $06B: 4bpp, 4kb	
rom	$35E7A0	$35F2D4	2869 bytes	Graphics	LC_LZ1 file $06C: 4bpp, 4kb	
rom	$35F2D5	$35FE27	2899 bytes	Graphics	LC_LZ1 file $06D: 4bpp, 4kb	
rom	$35FE28	$3683BF	1432 bytes	Graphics	LC_LZ1 file $06E: 4bpp, 2kb	
rom	$3683C0	$3688CB	1292 bytes	Graphics	LC_LZ1 file $06F: 4bpp, 2kb	
rom	$3688CC	$368C93	968 bytes	Graphics	LC_LZ1 file $070: 4bpp, 2kb	
rom	$368C94	$36921C	1417 bytes	Graphics	LC_LZ1 file $071: 2bpp, 2kb	
rom	$36921D	$3697A0	1412 bytes	Graphics	LC_LZ1 file $072: 2bpp, 2kb	
rom	$3697A1	$369A24	644 bytes	Graphics	LC_LZ1 file $073: tilemap, 2kb	
rom	$369A25	$369CC1	669 bytes	Graphics	LC_LZ1 file $074: tilemap, 2kb	
rom	$369CC2	$36A057	918 bytes	Graphics	LC_LZ1 file $075: tilemap, 2kb	
rom	$36A058	$36A322	715 bytes	Graphics	LC_LZ1 file $076: tilemap, 2kb	
rom	$36A323	$36A5DA	696 bytes	Graphics	LC_LZ1 file $077: tilemap, 2kb	
rom	$36A5DB	$36A78E	436 bytes	Graphics	LC_LZ1 file $078: tilemap, 2kb	
rom	$36A78F	$36A8B1	291 bytes	Graphics	LC_LZ1 file $079: tilemap, 2kb	
rom	$36A8B2	$36AA42	401 bytes	Graphics	LC_LZ1 file $07A: tilemap, 2kb	
rom	$36AA43	$36ABAA	360 bytes	Graphics	LC_LZ1 file $07B: tilemap, 2kb	
rom	$36ABAB	$36AEA8	766 bytes	Graphics	LC_LZ1 file $07C: tilemap, 4kb	
rom	$36AEA9	$36B2B6	1038 bytes	Graphics	LC_LZ1 file $07D: tilemap, 4kb	
rom	$36B2B7	$36B5C2	780 bytes	Graphics	LC_LZ1 file $07E: tilemap, 4kb	
rom	$36B5C3	$36B941	895 bytes	Graphics	LC_LZ1 file $07F: tilemap, 4kb	
rom	$36B942	$36BC68	807 bytes	Graphics	LC_LZ1 file $080: tilemap, 4kb	
rom	$36BC69	$36C0C3	1115 bytes	Graphics	LC_LZ1 file $081: tilemap, 4kb	
rom	$36C0C4	$36C57A	1207 bytes	Graphics	LC_LZ1 file $082: tilemap, 4kb	
rom	$36C57B	$36C936	956 bytes	Graphics	LC_LZ1 file $083: tilemap, 4kb	
rom	$36C937	$36CD87	1105 bytes	Graphics	LC_LZ1 file $084: tilemap, 4kb	
rom	$36CD88	$36D1E8	1121 bytes	Graphics	LC_LZ1 file $085: tilemap, 4kb	
rom	$36D1E9	$36D61C	1076 bytes	Graphics	LC_LZ1 file $086: tilemap, 4kb	
rom	$36D61D	$36DA42	1062 bytes	Graphics	LC_LZ1 file $087: tilemap, 4kb	
rom	$36DA43	$36DDE4	930 bytes	Graphics	LC_LZ1 file $088: tilemap, 4kb	
rom	$36DDE5	$36E041	605 bytes	Graphics	LC_LZ1 file $089: tilemap, 4kb	
rom	$36E042	$36E26F	558 bytes	Graphics	LC_LZ1 file $08A: tilemap, 4kb	
rom	$36E270	$36E445	470 bytes	Graphics	LC_LZ1 file $08B: tilemap, 4kb	
rom	$36E446	$36E717	722 bytes	Graphics	LC_LZ1 file $08C: tilemap, 4kb	
rom	$36E718	$36E9A4	653 bytes	Graphics	LC_LZ1 file $08D: tilemap, 4kb	
rom	$36E9A5	$36EC05	609 bytes	Graphics	LC_LZ1 file $08E: tilemap, 4kb	
rom	$36EC06	$36EDDB	470 bytes	Graphics	LC_LZ1 file $08F: tilemap, 4kb	
rom	$36EDDC	$36F0B4	729 bytes	Graphics	LC_LZ1 file $090: tilemap, 4kb	
rom	$36F0B5	$36F360	684 bytes	Graphics	LC_LZ1 file $091: tilemap, 4kb	
rom	$36F361	$36F5AA	586 bytes	Graphics	LC_LZ1 file $092: tilemap, 4kb	
rom	$36F5AB	$36F7EF	581 bytes	Graphics	LC_LZ1 file $093: tilemap, 4kb	
rom	$36F7F0	$36FAA2	691 bytes	Graphics	LC_LZ1 file $094: tilemap, 4kb	
rom	$36FAA3	$36FB88	230 bytes	Graphics	LC_LZ1 file $095: tilemap, 1kb	
rom	$36FB89	$36FD17	399 bytes	Graphics	LC_LZ1 file $096: tilemap, 2kb	
rom	$36FD18	$36FEBB	420 bytes	Graphics	LC_LZ1 file $097: tilemap, 2kb	
rom	$36FEBC	$37806F	436 bytes	Graphics	LC_LZ1 file $098: tilemap, 2kb	
rom	$378070	$3783C6	855 bytes	Graphics	LC_LZ1 file $099: tilemap, 2kb	
rom	$3783C7	$37859F	473 bytes	Graphics	LC_LZ1 file $09A: tilemap, 4kb	
rom	$3785A0	$378C15	1654 bytes	Graphics	LC_LZ1 file $09B: tilemap, 4kb	
rom	$378C16	$378CE4	207 bytes	Graphics	LC_LZ1 file $09C: tilemap, 2kb	
rom	$378CE5	$378D8E	170 bytes	Graphics	LC_LZ1 file $09D: tilemap, 2kb	
rom	$378D8F	$378E38	170 bytes	Graphics	LC_LZ1 file $09E: tilemap, 2kb	
rom	$378E39	$378F61	297 bytes	Graphics	LC_LZ1 file $09F: tilemap, 2kb	
rom	$378F62	$379178	535 bytes	Graphics	LC_LZ1 file $0A0: tilemap, 2kb	
rom	$379179	$3792A0	296 bytes	Graphics	LC_LZ1 file $0A1: tilemap, 2kb	
rom	$3792A1	$3792AC	12 bytes	Graphics	LC_LZ1 file $0A2: tilemap, 2kb	
rom	$3792AD	$3793BB	271 bytes	Graphics	LC_LZ1 file $0A3: tilemap, 2kb	
rom	$3793BC	$3793C7	12 bytes	Graphics	LC_LZ1 file $0A4: tilemap, 2kb	
rom	$3793C8	$3794C0	249 bytes	Graphics	LC_LZ1 file $0A5: tilemap, 2kb	
rom	$3794C1	$379587	199 bytes	Graphics	LC_LZ1 file $0A6: tilemap, 2kb	
rom	$379588	$379668	225 bytes	Graphics	LC_LZ1 file $0A7: tilemap, 2kb	
rom	$379669	$379A2D	965 bytes	Graphics	LC_LZ1 file $0A8: tilemap, 4kb	
rom	$379A2E	$379BF4	455 bytes	Graphics	LC_LZ1 file $0A9: tilemap, 2kb	
rom	$379BF5	$379F47	851 bytes	Graphics	LC_LZ1 file $0AA: tilemap, 2kb	
rom	$379F48	$37A1BD	630 bytes	Graphics	LC_LZ1 file $0AB: tilemap, $300	
rom	$37A1BE	$37A404	583 bytes	Graphics	LC_LZ1 file $0AC: tilemap, $300	
rom	$37A405	$37A6A4	672 bytes	Graphics	LC_LZ1 file $0AD: tilemap, $300	
rom	$37A6A5	$37A99D	761 bytes	Graphics	LC_LZ1 file $0AE: tilemap, $340	
rom	$37A99E	$37AD4D	944 bytes	Graphics	LC_LZ1 file $0AF: tilemap, 2kb	
rom	$37AD4E	$37AE22	213 bytes	Graphics	LC_LZ1 file $0B0: tilemap, 2kb	
rom	$37AE23	$37BAC4	3234 bytes	Graphics	LC_LZ1 file $0B1: tilemap, 4kb	
rom	$37BAC5	$37BE46	898 bytes	Graphics	LC_LZ1 file $0B2: tilemap, 4kb	
rom	$37BE47	$37C471	1579 bytes	Graphics	LC_LZ1 file $0B3: tilemap, 2kb	
rom	$37C472	$37CB3E	1741 bytes	Graphics	LC_LZ1 file $0B4: tilemap, 2kb	
rom	$37CB3F	$37D160	1570 bytes	Graphics	LC_LZ1 file $0B5: tilemap, 2kb	
rom	$37D161	$37D780	1568 bytes	Graphics	LC_LZ1 file $0B6: tilemap, 2kb	
rom	$37D781	$37DC94	1300 bytes	Graphics	LC_LZ1 file $0B7: tilemap, 2kb	
rom	$37DC95	$37E14A	1206 bytes	Graphics	LC_LZ1 file $0B8: tilemap, 2kb	
rom	$37E14B	$37E7E5	1691 bytes	Graphics	LC_LZ1 file $0B9: tilemap, 2kb	
rom	$37E7E6	$37EDDC	1527 bytes	Graphics	LC_LZ1 file $0BA: tilemap, 2kb	
rom	$37EDDD	$37F3C2	1510 bytes	Graphics	LC_LZ1 file $0BB: tilemap, 2kb	
rom	$37F3C3	$37F985	1475 bytes	Graphics	LC_LZ1 file $0BC: tilemap, 2kb	
rom	$37F986	$37FCA7	802 bytes	Graphics	LC_LZ1 file $0BD: tilemap, 4kb	
rom	$37FCA8	$388891	3050 bytes	Graphics	LC_LZ1 file $0BE: tilemap, 4kb	
rom	$388892	$388BE9	856 bytes	Graphics	LC_LZ1 file $0BF: tilemap, 4kb	
rom	$388BEA	$3892CC	1763 bytes	Graphics	LC_LZ1 file $0C0: tilemap, 4kb	
rom	$3892CD	$389459	397 bytes	Graphics	LC_LZ1 file $0C1: tilemap, 4kb	
rom	$38945A	$389995	1340 bytes	Graphics	LC_LZ1 file $0C2: tilemap, 4kb	
rom	$389996	$389BF9	612 bytes	Graphics	LC_LZ1 file $0C3: tilemap, 4kb	
rom	$389BFA	$389DA1	424 bytes	Graphics	LC_LZ1 file $0C4: tilemap, 4kb	
rom	$389DA2	$389ED2	305 bytes	Graphics	LC_LZ1 file $0C5: tilemap, 4kb	
rom	$389ED3	$38A4B9	1511 bytes	Graphics	LC_LZ1 file $0C6: tilemap, 4kb	
rom	$38A4BA	$38A657	414 bytes	Graphics	LC_LZ1 file $0C7: tilemap, 4kb	
